,Code,Code.1,County,Metropolitan,Statistical,region name
0,10180,48059,Callahan,"County,",TX,"Callahan County, TX"
1,10180,48253,Jones,"County,",TX,"Jones County, TX"
2,10180,48441,Taylor,"County,",TX,"Taylor County, TX"
3,10380,72003,Aguada,"Municipio,",PR,"Aguada Municipio, PR"
4,10380,72005,Aguadilla,"Municipio,",PR,"Aguadilla Municipio, PR"
5,10380,72011,AÒasco,"Municipio,",PR,"AÒasco Municipio, PR"
6,10380,72071,Isabela,"Municipio,",PR,"Isabela Municipio, PR"
7,10380,72081,Lares,"Municipio,",PR,"Lares Municipio, PR"
8,10380,72099,Moca,"Municipio,",PR,"Moca Municipio, PR"
9,10380,72117,RincÛn,"Municipio,",PR,"RincÛn Municipio, PR"
10,10380,72131,San,Sebasti·n,"Municipio,","San Sebasti·n Municipio,"
11,10420,39133,Portage,"County,",OH,"Portage County, OH"
12,10420,39153,Summit,"County,",OH,"Summit County, OH"
13,10500,13007,Baker,"County,",GA,"Baker County, GA"
14,10500,13095,Dougherty,"County,",GA,"Dougherty County, GA"
15,10500,13177,Lee,"County,",GA,"Lee County, GA"
16,10500,13273,Terrell,"County,",GA,"Terrell County, GA"
17,10500,13321,Worth,"County,",GA,"Worth County, GA"
18,10580,36001,Albany,"County,",NY,"Albany County, NY"
19,10580,36083,Rensselaer,"County,",NY,"Rensselaer County, NY"
20,10580,36091,Saratoga,"County,",NY,"Saratoga County, NY"
21,10580,36093,Schenectady,"County,",NY,"Schenectady County, NY"
22,10580,36095,Schoharie,"County,",NY,"Schoharie County, NY"
23,10740,35001,Bernalillo,"County,",NM,"Bernalillo County, NM"
24,10740,35043,Sandoval,"County,",NM,"Sandoval County, NM"
25,10740,35057,Torrance,"County,",NM,"Torrance County, NM"
26,10740,35061,Valencia,"County,",NM,"Valencia County, NM"
27,10780,22043,Grant,"Parish,",LA,"Grant Parish, LA"
28,10780,22079,Rapides,"Parish,",LA,"Rapides Parish, LA"
29,10900,34041,Warren,"County,",NJ,"Warren County, NJ"
30,10900,42025,Carbon,"County,",PA,"Carbon County, PA"
31,10900,42077,Lehigh,"County,",PA,"Lehigh County, PA"
32,10900,42095,Northampton,"County,",PA,"Northampton County, PA"
33,11020,42013,Blair,"County,",PA,"Blair County, PA"
34,11100,48011,Armstrong,"County,",TX,"Armstrong County, TX"
35,11100,48065,Carson,"County,",TX,"Carson County, TX"
36,11100,48375,Potter,"County,",TX,"Potter County, TX"
37,11100,48381,Randall,"County,",TX,"Randall County, TX"
38,11180,19169,Story,"County,",IA,"Story County, IA"
39,11260,2020,Anchorage,"Municipality,",AK,"Anchorage Municipality, AK"
40,11260,2170,Matanuska-Susitna,"Borough,",AK,"Matanuska-Susitna Borough, AK"
41,11300,18095,Madison,"County,",IN,"Madison County, IN"
44,11340,45007,Anderson,"County,",SC,"Anderson County, SC"
47,11460,26161,Washtenaw,"County,",MI,"Washtenaw County, MI"
50,11500,1015,Calhoun,"County,",AL,"Calhoun County, AL"
53,11540,55015,Calumet,"County,",WI,"Calumet County, WI"
54,11540,55087,Outagamie,"County,",WI,"Outagamie County, WI"
57,11700,37021,Buncombe,"County,",NC,"Buncombe County, NC"
58,11700,37087,Haywood,"County,",NC,"Haywood County, NC"
59,11700,37089,Henderson,"County,",NC,"Henderson County, NC"
60,11700,37115,Madison,"County,",NC,"Madison County, NC"
63,12020,13059,Clarke,"County,",GA,"Clarke County, GA"
64,12020,13195,Madison,"County,",GA,"Madison County, GA"
65,12020,13219,Oconee,"County,",GA,"Oconee County, GA"
66,12020,13221,Oglethorpe,"County,",GA,"Oglethorpe County, GA"
69,12060,13013,Barrow,"County,",GA,"Barrow County, GA"
70,12060,13015,Bartow,"County,",GA,"Bartow County, GA"
71,12060,13035,Butts,"County,",GA,"Butts County, GA"
72,12060,13045,Carroll,"County,",GA,"Carroll County, GA"
73,12060,13057,Cherokee,"County,",GA,"Cherokee County, GA"
74,12060,13063,Clayton,"County,",GA,"Clayton County, GA"
75,12060,13067,Cobb,"County,",GA,"Cobb County, GA"
76,12060,13077,Coweta,"County,",GA,"Coweta County, GA"
77,12060,13085,Dawson,"County,",GA,"Dawson County, GA"
78,12060,13089,DeKalb,"County,",GA,"DeKalb County, GA"
79,12060,13097,Douglas,"County,",GA,"Douglas County, GA"
80,12060,13113,Fayette,"County,",GA,"Fayette County, GA"
81,12060,13117,Forsyth,"County,",GA,"Forsyth County, GA"
82,12060,13121,Fulton,"County,",GA,"Fulton County, GA"
83,12060,13135,Gwinnett,"County,",GA,"Gwinnett County, GA"
84,12060,13143,Haralson,"County,",GA,"Haralson County, GA"
85,12060,13149,Heard,"County,",GA,"Heard County, GA"
86,12060,13151,Henry,"County,",GA,"Henry County, GA"
87,12060,13159,Jasper,"County,",GA,"Jasper County, GA"
88,12060,13171,Lamar,"County,",GA,"Lamar County, GA"
89,12060,13199,Meriwether,"County,",GA,"Meriwether County, GA"
90,12060,13217,Newton,"County,",GA,"Newton County, GA"
91,12060,13223,Paulding,"County,",GA,"Paulding County, GA"
92,12060,13227,Pickens,"County,",GA,"Pickens County, GA"
93,12060,13231,Pike,"County,",GA,"Pike County, GA"
94,12060,13247,Rockdale,"County,",GA,"Rockdale County, GA"
95,12060,13255,Spalding,"County,",GA,"Spalding County, GA"
96,12060,13297,Walton,"County,",GA,"Walton County, GA"
99,12100,34001,Atlantic,"County,",NJ,"Atlantic County, NJ"
102,12220,1081,Lee,"County,",AL,"Lee County, AL"
105,12260,13033,Burke,"County,",GA,"Burke County, GA"
106,12260,13073,Columbia,"County,",GA,"Columbia County, GA"
107,12260,13189,McDuffie,"County,",GA,"McDuffie County, GA"
108,12260,13245,Richmond,"County,",GA,"Richmond County, GA"
109,12260,45003,Aiken,"County,",SC,"Aiken County, SC"
110,12260,45037,Edgefield,"County,",SC,"Edgefield County, SC"
113,12420,48021,Bastrop,"County,",TX,"Bastrop County, TX"
114,12420,48055,Caldwell,"County,",TX,"Caldwell County, TX"
115,12420,48209,Hays,"County,",TX,"Hays County, TX"
116,12420,48453,Travis,"County,",TX,"Travis County, TX"
117,12420,48491,Williamson,"County,",TX,"Williamson County, TX"
120,12540,6029,Kern,"County,",CA,"Kern County, CA"
123,12580,24003,Anne,Arundel,"County,","Anne Arundel County,"
124,12580,24005,Baltimore,"County,",MD,"Baltimore County, MD"
125,12580,24013,Carroll,"County,",MD,"Carroll County, MD"
126,12580,24025,Harford,"County,",MD,"Harford County, MD"
127,12580,24027,Howard,"County,",MD,"Howard County, MD"
128,12580,24035,Queen,Anne's,"County,","Queen Anne's County,"
129,12580,24510,Baltimore,"city,",MD,"Baltimore city, MD"
132,12620,23019,Penobscot,"County,",ME,"Penobscot County, ME"
135,12700,25001,Barnstable,"County,",MA,"Barnstable County, MA"
138,12940,22005,Ascension,"Parish,",LA,"Ascension Parish, LA"
139,12940,22033,East,Baton,Rouge,East Baton Rouge
140,12940,22037,East,Feliciana,"Parish,","East Feliciana Parish,"
141,12940,22047,Iberville,"Parish,",LA,"Iberville Parish, LA"
142,12940,22063,Livingston,"Parish,",LA,"Livingston Parish, LA"
143,12940,22077,Pointe,Coupee,"Parish,","Pointe Coupee Parish,"
144,12940,22091,St.,Helena,"Parish,","St. Helena Parish,"
145,12940,22121,West,Baton,Rouge,West Baton Rouge
146,12940,22125,West,Feliciana,"Parish,","West Feliciana Parish,"
149,12980,26025,Calhoun,"County,",MI,"Calhoun County, MI"
152,13020,26017,Bay,"County,",MI,"Bay County, MI"
155,13140,48199,Hardin,"County,",TX,"Hardin County, TX"
156,13140,48245,Jefferson,"County,",TX,"Jefferson County, TX"
157,13140,48361,Orange,"County,",TX,"Orange County, TX"
160,13380,53073,Whatcom,"County,",WA,"Whatcom County, WA"
163,13460,41017,Deschutes,"County,",OR,"Deschutes County, OR"
166,13740,30009,Carbon,"County,",MT,"Carbon County, MT"
167,13740,30111,Yellowstone,"County,",MT,"Yellowstone County, MT"
170,13780,36007,Broome,"County,",NY,"Broome County, NY"
171,13780,36107,Tioga,"County,",NY,"Tioga County, NY"
174,13820,1007,Bibb,"County,",AL,"Bibb County, AL"
175,13820,1009,Blount,"County,",AL,"Blount County, AL"
176,13820,1021,Chilton,"County,",AL,"Chilton County, AL"
177,13820,1073,Jefferson,"County,",AL,"Jefferson County, AL"
178,13820,1115,St.,Clair,"County,","St. Clair County,"
179,13820,1117,Shelby,"County,",AL,"Shelby County, AL"
180,13820,1127,Walker,"County,",AL,"Walker County, AL"
183,13900,38015,Burleigh,"County,",ND,"Burleigh County, ND"
184,13900,38059,Morton,"County,",ND,"Morton County, ND"
187,13980,51071,Giles,"County,",VA,"Giles County, VA"
188,13980,51121,Montgomery,"County,",VA,"Montgomery County, VA"
189,13980,51155,Pulaski,"County,",VA,"Pulaski County, VA"
190,13980,51750,Radford,"city,",VA,"Radford city, VA"
193,14020,18055,Greene,"County,",IN,"Greene County, IN"
194,14020,18105,Monroe,"County,",IN,"Monroe County, IN"
195,14020,18119,Owen,"County,",IN,"Owen County, IN"
198,14060,17113,McLean,"County,",IL,"McLean County, IL"
201,14260,16001,Ada,"County,",ID,"Ada County, ID"
202,14260,16015,Boise,"County,",ID,"Boise County, ID"
203,14260,16027,Canyon,"County,",ID,"Canyon County, ID"
204,14260,16045,Gem,"County,",ID,"Gem County, ID"
205,14260,16073,Owyhee,"County,",ID,"Owyhee County, ID"
208,14460,14484,"Boston-Quincy,",MA,Metropolitan,"Boston-Quincy, MA Metropolitan"
212,14460,15764,"Cambridge-Newton-Framingham,",MA,Metropolitan,"Cambridge-Newton-Framingham, MA Metropolitan"
214,14460,37764,"Peabody,",MA,Metropolitan,"Peabody, MA Metropolitan"
216,14460,40484,Rockingham,County-Strafford,"County,","Rockingham County-Strafford County,"
221,14500,8013,Boulder,"County,",CO,"Boulder County, CO"
224,14540,21061,Edmonson,"County,",KY,"Edmonson County, KY"
225,14540,21227,Warren,"County,",KY,"Warren County, KY"
228,14740,53035,Kitsap,"County,",WA,"Kitsap County, WA"
231,14860,9001,Fairfield,"County,",CT,"Fairfield County, CT"
234,15180,48061,Cameron,"County,",TX,"Cameron County, TX"
237,15260,13025,Brantley,"County,",GA,"Brantley County, GA"
238,15260,13127,Glynn,"County,",GA,"Glynn County, GA"
239,15260,13191,McIntosh,"County,",GA,"McIntosh County, GA"
242,15380,36029,Erie,"County,",NY,"Erie County, NY"
243,15380,36063,Niagara,"County,",NY,"Niagara County, NY"
246,15500,37001,Alamance,"County,",NC,"Alamance County, NC"
249,15540,50007,Chittenden,"County,",VT,"Chittenden County, VT"
250,15540,50011,Franklin,"County,",VT,"Franklin County, VT"
251,15540,50013,Grand,Isle,"County,","Grand Isle County,"
254,15940,39019,Carroll,"County,",OH,"Carroll County, OH"
255,15940,39151,Stark,"County,",OH,"Stark County, OH"
258,15980,12071,Lee,"County,",FL,"Lee County, FL"
261,16020,17003,Alexander,"County,",IL,"Alexander County, IL"
262,16020,29017,Bollinger,"County,",MO,"Bollinger County, MO"
263,16020,29031,Cape,Girardeau,"County,","Cape Girardeau County,"
266,16180,32510,Carson,"City,",NV,"Carson City, NV"
269,16220,56025,Natrona,"County,",WY,"Natrona County, WY"
272,16300,19011,Benton,"County,",IA,"Benton County, IA"
273,16300,19105,Jones,"County,",IA,"Jones County, IA"
274,16300,19113,Linn,"County,",IA,"Linn County, IA"
277,16580,17019,Champaign,"County,",IL,"Champaign County, IL"
278,16580,17053,Ford,"County,",IL,"Ford County, IL"
279,16580,17147,Piatt,"County,",IL,"Piatt County, IL"
282,16620,54005,Boone,"County,",WV,"Boone County, WV"
283,16620,54015,Clay,"County,",WV,"Clay County, WV"
284,16620,54039,Kanawha,"County,",WV,"Kanawha County, WV"
285,16620,54043,Lincoln,"County,",WV,"Lincoln County, WV"
286,16620,54079,Putnam,"County,",WV,"Putnam County, WV"
289,16700,45015,Berkeley,"County,",SC,"Berkeley County, SC"
290,16700,45019,Charleston,"County,",SC,"Charleston County, SC"
291,16700,45035,Dorchester,"County,",SC,"Dorchester County, SC"
294,16740,37007,Anson,"County,",NC,"Anson County, NC"
295,16740,37025,Cabarrus,"County,",NC,"Cabarrus County, NC"
296,16740,37071,Gaston,"County,",NC,"Gaston County, NC"
297,16740,37119,Mecklenburg,"County,",NC,"Mecklenburg County, NC"
298,16740,37179,Union,"County,",NC,"Union County, NC"
299,16740,45091,York,"County,",SC,"York County, SC"
302,16820,51003,Albemarle,"County,",VA,"Albemarle County, VA"
303,16820,51065,Fluvanna,"County,",VA,"Fluvanna County, VA"
304,16820,51079,Greene,"County,",VA,"Greene County, VA"
305,16820,51125,Nelson,"County,",VA,"Nelson County, VA"
306,16820,51540,Charlottesville,"city,",VA,"Charlottesville city, VA"
309,16860,13047,Catoosa,"County,",GA,"Catoosa County, GA"
310,16860,13083,Dade,"County,",GA,"Dade County, GA"
311,16860,13295,Walker,"County,",GA,"Walker County, GA"
312,16860,47065,Hamilton,"County,",TN,"Hamilton County, TN"
313,16860,47115,Marion,"County,",TN,"Marion County, TN"
314,16860,47153,Sequatchie,"County,",TN,"Sequatchie County, TN"
317,16940,56021,Laramie,"County,",WY,"Laramie County, WY"
320,16980,16974,"Chicago-Joliet-Naperville,",IL,Metropolitan,"Chicago-Joliet-Naperville, IL Metropolitan"
329,16980,23844,"Gary,",IN,Metropolitan,"Gary, IN Metropolitan"
334,16980,29404,Lake,County-Kenosha,"County,","Lake County-Kenosha County,"
339,17020,6007,Butte,"County,",CA,"Butte County, CA"
342,17140,18029,Dearborn,"County,",IN,"Dearborn County, IN"
343,17140,18047,Franklin,"County,",IN,"Franklin County, IN"
344,17140,18115,Ohio,"County,",IN,"Ohio County, IN"
345,17140,21015,Boone,"County,",KY,"Boone County, KY"
346,17140,21023,Bracken,"County,",KY,"Bracken County, KY"
347,17140,21037,Campbell,"County,",KY,"Campbell County, KY"
348,17140,21077,Gallatin,"County,",KY,"Gallatin County, KY"
349,17140,21081,Grant,"County,",KY,"Grant County, KY"
350,17140,21117,Kenton,"County,",KY,"Kenton County, KY"
351,17140,21191,Pendleton,"County,",KY,"Pendleton County, KY"
352,17140,39015,Brown,"County,",OH,"Brown County, OH"
353,17140,39017,Butler,"County,",OH,"Butler County, OH"
354,17140,39025,Clermont,"County,",OH,"Clermont County, OH"
355,17140,39061,Hamilton,"County,",OH,"Hamilton County, OH"
356,17140,39165,Warren,"County,",OH,"Warren County, OH"
359,17300,21047,Christian,"County,",KY,"Christian County, KY"
360,17300,21221,Trigg,"County,",KY,"Trigg County, KY"
361,17300,47125,Montgomery,"County,",TN,"Montgomery County, TN"
362,17300,47161,Stewart,"County,",TN,"Stewart County, TN"
365,17420,47011,Bradley,"County,",TN,"Bradley County, TN"
366,17420,47139,Polk,"County,",TN,"Polk County, TN"
369,17460,39035,Cuyahoga,"County,",OH,"Cuyahoga County, OH"
370,17460,39055,Geauga,"County,",OH,"Geauga County, OH"
371,17460,39085,Lake,"County,",OH,"Lake County, OH"
372,17460,39093,Lorain,"County,",OH,"Lorain County, OH"
373,17460,39103,Medina,"County,",OH,"Medina County, OH"
376,17660,16055,Kootenai,"County,",ID,"Kootenai County, ID"
379,17780,48041,Brazos,"County,",TX,"Brazos County, TX"
380,17780,48051,Burleson,"County,",TX,"Burleson County, TX"
381,17780,48395,Robertson,"County,",TX,"Robertson County, TX"
384,17820,8041,El,Paso,"County,","El Paso County,"
385,17820,8119,Teller,"County,",CO,"Teller County, CO"
388,17860,29019,Boone,"County,",MO,"Boone County, MO"
389,17860,29089,Howard,"County,",MO,"Howard County, MO"
392,17900,45017,Calhoun,"County,",SC,"Calhoun County, SC"
393,17900,45039,Fairfield,"County,",SC,"Fairfield County, SC"
394,17900,45055,Kershaw,"County,",SC,"Kershaw County, SC"
395,17900,45063,Lexington,"County,",SC,"Lexington County, SC"
396,17900,45079,Richland,"County,",SC,"Richland County, SC"
397,17900,45081,Saluda,"County,",SC,"Saluda County, SC"
400,17980,1113,Russell,"County,",AL,"Russell County, AL"
401,17980,13053,Chattahoochee,"County,",GA,"Chattahoochee County, GA"
402,17980,13145,Harris,"County,",GA,"Harris County, GA"
403,17980,13197,Marion,"County,",GA,"Marion County, GA"
404,17980,13215,Muscogee,"County,",GA,"Muscogee County, GA"
407,18020,18005,Bartholomew,"County,",IN,"Bartholomew County, IN"
410,18140,39041,Delaware,"County,",OH,"Delaware County, OH"
411,18140,39045,Fairfield,"County,",OH,"Fairfield County, OH"
412,18140,39049,Franklin,"County,",OH,"Franklin County, OH"
413,18140,39089,Licking,"County,",OH,"Licking County, OH"
414,18140,39097,Madison,"County,",OH,"Madison County, OH"
415,18140,39117,Morrow,"County,",OH,"Morrow County, OH"
416,18140,39129,Pickaway,"County,",OH,"Pickaway County, OH"
417,18140,39159,Union,"County,",OH,"Union County, OH"
420,18580,48007,Aransas,"County,",TX,"Aransas County, TX"
421,18580,48355,Nueces,"County,",TX,"Nueces County, TX"
422,18580,48409,San,Patricio,"County,","San Patricio County,"
425,18700,41003,Benton,"County,",OR,"Benton County, OR"
428,18880,12091,Okaloosa,"County,",FL,"Okaloosa County, FL"
431,19060,24001,Allegany,"County,",MD,"Allegany County, MD"
432,19060,54057,Mineral,"County,",WV,"Mineral County, WV"
435,19100,19124,"Dallas-Plano-Irving,",TX,Metropolitan,"Dallas-Plano-Irving, TX Metropolitan"
444,19100,23104,Fort,"Worth-Arlington,",TX,"Fort Worth-Arlington, TX"
451,19140,13213,Murray,"County,",GA,"Murray County, GA"
452,19140,13313,Whitfield,"County,",GA,"Whitfield County, GA"
455,19180,17183,Vermilion,"County,",IL,"Vermilion County, IL"
458,19260,51143,Pittsylvania,"County,",VA,"Pittsylvania County, VA"
459,19260,51590,Danville,"city,",VA,"Danville city, VA"
462,19340,17073,Henry,"County,",IL,"Henry County, IL"
463,19340,17131,Mercer,"County,",IL,"Mercer County, IL"
464,19340,17161,Rock,Island,"County,","Rock Island County,"
465,19340,19163,Scott,"County,",IA,"Scott County, IA"
468,19380,39057,Greene,"County,",OH,"Greene County, OH"
469,19380,39109,Miami,"County,",OH,"Miami County, OH"
470,19380,39113,Montgomery,"County,",OH,"Montgomery County, OH"
471,19380,39135,Preble,"County,",OH,"Preble County, OH"
474,19460,1079,Lawrence,"County,",AL,"Lawrence County, AL"
475,19460,1103,Morgan,"County,",AL,"Morgan County, AL"
478,19500,17115,Macon,"County,",IL,"Macon County, IL"
481,19660,12127,Volusia,"County,",FL,"Volusia County, FL"
484,19740,8001,Adams,"County,",CO,"Adams County, CO"
485,19740,8005,Arapahoe,"County,",CO,"Arapahoe County, CO"
486,19740,8014,Broomfield,"County,",CO,"Broomfield County, CO"
487,19740,8019,Clear,Creek,"County,","Clear Creek County,"
488,19740,8031,Denver,"County,",CO,"Denver County, CO"
489,19740,8035,Douglas,"County,",CO,"Douglas County, CO"
490,19740,8039,Elbert,"County,",CO,"Elbert County, CO"
491,19740,8047,Gilpin,"County,",CO,"Gilpin County, CO"
492,19740,8059,Jefferson,"County,",CO,"Jefferson County, CO"
493,19740,8093,Park,"County,",CO,"Park County, CO"
496,19780,19049,Dallas,"County,",IA,"Dallas County, IA"
497,19780,19077,Guthrie,"County,",IA,"Guthrie County, IA"
498,19780,19121,Madison,"County,",IA,"Madison County, IA"
499,19780,19153,Polk,"County,",IA,"Polk County, IA"
500,19780,19181,Warren,"County,",IA,"Warren County, IA"
503,19820,19804,"Detroit-Livonia-Dearborn,",MI,Metropolitan,"Detroit-Livonia-Dearborn, MI Metropolitan"
505,19820,47644,Warren-Troy-Farmington,"Hills,",MI,"Warren-Troy-Farmington Hills, MI"
513,20020,1061,Geneva,"County,",AL,"Geneva County, AL"
514,20020,1067,Henry,"County,",AL,"Henry County, AL"
515,20020,1069,Houston,"County,",AL,"Houston County, AL"
518,20100,10001,Kent,"County,",DE,"Kent County, DE"
521,20220,19061,Dubuque,"County,",IA,"Dubuque County, IA"
524,20260,27017,Carlton,"County,",MN,"Carlton County, MN"
525,20260,27137,St.,Louis,"County,","St. Louis County,"
526,20260,55031,Douglas,"County,",WI,"Douglas County, WI"
529,20500,37037,Chatham,"County,",NC,"Chatham County, NC"
530,20500,37063,Durham,"County,",NC,"Durham County, NC"
531,20500,37135,Orange,"County,",NC,"Orange County, NC"
532,20500,37145,Person,"County,",NC,"Person County, NC"
535,20740,55017,Chippewa,"County,",WI,"Chippewa County, WI"
536,20740,55035,Eau,Claire,"County,","Eau Claire County,"
539,20940,6025,Imperial,"County,",CA,"Imperial County, CA"
542,21060,21093,Hardin,"County,",KY,"Hardin County, KY"
543,21060,21123,Larue,"County,",KY,"Larue County, KY"
546,21140,18039,Elkhart,"County,",IN,"Elkhart County, IN"
549,21300,36015,Chemung,"County,",NY,"Chemung County, NY"
552,21340,48141,El,Paso,"County,","El Paso County,"
555,21500,42049,Erie,"County,",PA,"Erie County, PA"
558,21660,41039,Lane,"County,",OR,"Lane County, OR"
561,21780,18051,Gibson,"County,",IN,"Gibson County, IN"
562,21780,18129,Posey,"County,",IN,"Posey County, IN"
563,21780,18163,Vanderburgh,"County,",IN,"Vanderburgh County, IN"
564,21780,18173,Warrick,"County,",IN,"Warrick County, IN"
565,21780,21101,Henderson,"County,",KY,"Henderson County, KY"
566,21780,21233,Webster,"County,",KY,"Webster County, KY"
569,21820,2090,Fairbanks,North,Star,Fairbanks North Star
572,21940,72037,Ceiba,"Municipio,",PR,"Ceiba Municipio, PR"
573,21940,72053,Fajardo,"Municipio,",PR,"Fajardo Municipio, PR"
574,21940,72089,Luquillo,"Municipio,",PR,"Luquillo Municipio, PR"
577,22020,27027,Clay,"County,",MN,"Clay County, MN"
578,22020,38017,Cass,"County,",ND,"Cass County, ND"
581,22140,35045,San,Juan,"County,","San Juan County,"
584,22180,37051,Cumberland,"County,",NC,"Cumberland County, NC"
585,22180,37093,Hoke,"County,",NC,"Hoke County, NC"
588,22220,5007,Benton,"County,",AR,"Benton County, AR"
589,22220,5087,Madison,"County,",AR,"Madison County, AR"
590,22220,5143,Washington,"County,",AR,"Washington County, AR"
591,22220,29119,McDonald,"County,",MO,"McDonald County, MO"
594,22380,4005,Coconino,"County,",AZ,"Coconino County, AZ"
597,22420,26049,Genesee,"County,",MI,"Genesee County, MI"
600,22500,45031,Darlington,"County,",SC,"Darlington County, SC"
601,22500,45041,Florence,"County,",SC,"Florence County, SC"
604,22520,1033,Colbert,"County,",AL,"Colbert County, AL"
605,22520,1077,Lauderdale,"County,",AL,"Lauderdale County, AL"
608,22540,55039,Fond,du,Lac,Fond du Lac
611,22660,8069,Larimer,"County,",CO,"Larimer County, CO"
614,22900,5033,Crawford,"County,",AR,"Crawford County, AR"
615,22900,5047,Franklin,"County,",AR,"Franklin County, AR"
616,22900,5131,Sebastian,"County,",AR,"Sebastian County, AR"
617,22900,40079,Le,Flore,"County,","Le Flore County,"
618,22900,40135,Sequoyah,"County,",OK,"Sequoyah County, OK"
621,23060,18003,Allen,"County,",IN,"Allen County, IN"
622,23060,18179,Wells,"County,",IN,"Wells County, IN"
623,23060,18183,Whitley,"County,",IN,"Whitley County, IN"
626,23420,6019,Fresno,"County,",CA,"Fresno County, CA"
